;SIGLA_UF_PV;NOME_MUNICIPIO_PV;NOTA_LINGUAGENS;NOTA_HUMANAS;NOTA_MATEMATICA;NOTA_NATUREZA;NOTA_REDAC;CIDADE/UF;LAT;LON
427;GO;Acreúna;474.4132575757576;487.18295454545455;494.60537190082647;459.0082644628099;538.8636363636364;Acreúna, GO;-17.3959899;-50.3749031
428;GO;Alexânia;478.14948453608247;498.5577319587629;492.28977272727275;468.5943181818182;565.360824742268;Alexânia, GO;-16.0834049;-48.5077803
429;GO;Alvorada do Norte;462.68111111111114;473.69555555555553;483.17514792899414;454.492899408284;521.4444444444445;Alvorada do Norte, GO;-14.483911;-46.4959897
430;GO;Anápolis;510.2348536274926;527.0956300381841;545.648842487517;499.63699500680895;655.5876113703861;Anápolis, GO;-16.3332828;-48.9525756
431;GO;Aparecida de Goiânia;494.6419208010924;510.55147928994086;515.4806038647343;480.19625603864733;614.8293126991351;Aparecida de Goiânia, GO;-16.8226769;-49.2452546
432;GO;Aragarças;476.0603092783505;483.3025773195876;500.30427807486626;466.4866310160428;567.2164948453608;Aragarças, GO;-15.8957166;-52.2514538
433;GO;Bom Jesus de Goiás;486.18341708542715;499.23467336683416;519.1193181818181;480.29602272727277;561.4070351758794;Bom Jesus de Goiás, GO;-18.2174587;-49.739721
434;GO;Caldas Novas;494.4258503401361;503.8718172983479;516.5547892720306;475.6838122605364;585.7142857142857;Caldas Novas, GO;-17.745;-48.625
435;GO;Campos Belos;449.8496732026144;461.77189542483666;470.1973821989528;444.4446771378708;504.01960784313724;Campos Belos, GO;-13.0349839;-46.768112
436;GO;Catalão;503.8460864120225;522.0344395742017;539.9928477690289;495.38129921259844;640.7764558547276;Catalão, GO;-18.1702546;-47.9447082
437;GO;Ceres;486.45505154639176;500.57804123711344;527.8432967032967;478.6163736263737;613.7731958762887;Ceres, GO;-15.3103568;-49.6032054
438;GO;Cidade Ocidental;482.84351265822784;493.95569620253167;494.7740170940171;464.6974358974359;545.506329113924;Cidade Ocidental, GO;-16.1000758;-47.9445014
439;GO;Cristalina;473.59355608591886;485.6532219570406;499.8127937336814;471.2501305483028;547.63723150358;Cristalina, GO;-16.7680599;-47.6133427
440;GO;Formosa;489.20288335517694;501.7060288335518;511.81902097902093;476.4286013986014;573.3813892529489;Formosa, GO;-15.5492443;-47.3301212
441;GO;Goianira;479.48993288590606;491.498322147651;500.19910714285714;463.79875;578.0872483221476;Goianira, GO;-16.5001973;-49.4254788
442;GO;Goianésia;492.73744769874475;506.4804393305439;529.7671096345515;483.17541528239207;623.347280334728;Goianésia, GO;-15.3118269;-49.1162001
443;GO;Goiatuba;498.253125;514.5585227272727;539.2400630914826;489.4324921135647;618.5227272727273;Goiatuba, GO;-18.0154577;-49.3640591
444;GO;Goiás;487.52941176470586;500.2611111111111;502.75760135135135;472.2731418918919;581.40522875817;Goiás, GO;-15.9408902;-50.1465398
445;GO;Goiânia;521.9318884055797;541.9480925953702;563.0297508114334;514.3076012982934;678.7860606969651;Goiânia, GO;-16.680882;-49.2532691
446;GO;Inhumas;496.63159235668786;515.4501910828026;535.3551816958278;488.25356662180354;643.2356687898089;Inhumas, GO;-16.3610569;-49.500111
447;GO;Ipameri;505.12218309859156;514.4957746478873;529.532967032967;489.53699633699637;630.0704225352113;Ipameri, GO;-17.7215439;-48.158118
448;GO;Iporá;486.58594202898547;502.736231884058;519.8381598793363;479.5850678733032;611.7391304347826;Iporá, GO;-16.4407981;-51.1181188
449;GO;Itaberaí;486.5842803030303;499.16950757575756;524.1866396761134;477.4734817813765;623.2954545454545;Itaberaí, GO;-16.0205509;-49.8060341
450;GO;Itapaci;477.88776595744685;483.45248226950355;497.55486238532114;461.8622018348624;570.6028368794326;Itapaci, GO;-14.9522349;-49.5511221
451;GO;Itapuranga;490.85431472081217;502.8944162436548;518.431926121372;479.87335092348286;635.6852791878173;Itapuranga, GO;-15.5605889;-49.9489571
452;GO;Itumbiara;496.3849100860047;511.37826426896015;531.7969089390142;490.0284043441938;605.8326817826427;Itumbiara, GO;-18.4135862;-49.2172596
453;GO;Jaraguá;480.4639393939394;490.5540909090909;508.1948844884488;474.116501650165;582.5151515151515;Jaraguá, GO;-15.7528866;-49.3344033
454;GO;Jataí;491.5959385290889;506.26004390779366;521.0833912037037;480.33605324074074;597.4423710208562;Jataí, GO;-17.8783829;-51.7204241
455;GO;Jussara;470.49540709812106;481.5814196242171;496.10446428571424;465.66316964285716;566.8893528183717;Jussara, GO;-15.874813;-50.867431
456;GO;Luziânia;490.01802120141343;500.69010600706713;512.507796101949;476.3387556221889;570.190812720848;Luziânia, GO;-16.2535456;-47.9500276
457;GO;Mambaí;454.42317880794695;476.1324503311258;470.221897810219;446.9124087591241;513.5099337748344;Mambaí, GO;-14.4970828;-46.1115108
458;GO;Minaçu;482.5904320987654;485.64629629629627;508.92374581939805;469.51672240802674;601.604938271605;Minaçu, GO;-13.5336413;-48.2184889
459;GO;Mineiros;489.19800703399767;505.857796014068;522.418842364532;484.33571428571423;619.4841735052755;Mineiros, GO;-17.5653879;-52.5536721
460;GO;Morrinhos;492.694623655914;506.52887864823344;528.7389423076922;483.46875;634.531490015361;Morrinhos, GO;-17.7333689;-49.105908
461;GO;Nerópolis;487.33673469387753;509.2781632653061;516.3061403508772;476.9425438596491;612.1224489795918;Nerópolis, GO;-16.4069816;-49.219438
462;GO;Niquelândia;490.22570621468924;494.29604519774006;515.2565088757397;472.79615384615386;604.5197740112994;Niquelândia, GO;-14.4648655;-48.4572244
463;GO;Novo Gama;483.13606837606835;491.0683760683761;488.49726277372264;459.10638686131387;569.5726495726495;Novo Gama, GO;-16.0496528;-48.0304615
464;GO;Padre Bernardo;463.3226600985222;470.6251231527093;495.35641025641024;449.22153846153844;533.4975369458128;Padre Bernardo, GO;-15.1676411;-48.2840561
465;GO;Piracanjuba;488.49227642276423;503.7857723577236;516.9178879310344;480.7;600.7317073170732;Piracanjuba, GO;-17.3020379;-49.0170101
466;GO;Pirenópolis;482.30767123287666;493.3449315068493;508.21260997067446;466.72844574780055;590.9589041095891;Pirenópolis, GO;-15.8501619;-48.957317
467;GO;Pires do Rio;493.51217838765007;505.9363636363637;523.776731793961;484.8227353463588;606.6552315608919;Pires do Rio, GO;-17.3006277;-48.2793037
468;GO;Planaltina;478.5951871657754;488.0935828877005;487.4627272727273;457.26397727272723;537.1336898395722;Planaltina, GO;-15.4571536;-47.6089024
469;GO;Porangatu;468.47334200260076;478.28218465539663;492.54165497896213;461.9854137447405;559.4538361508453;Porangatu, GO;-13.444663;-49.1423569
470;GO;Posse;460.3120786516854;469.12331460674153;485.9975867269985;454.0904977375566;540.0280898876405;Posse, GO;-14.0835852;-46.3563185
471;GO;Quirinópolis;492.2368421052632;497.3667182662539;515.231045751634;473.6343137254902;604.7987616099072;Quirinópolis, GO;-18.4471859;-50.4546981
472;GO;Rio Verde;496.5901597114889;509.45012879958784;529.2575928008999;487.0517997750281;609.2632663575476;Rio Verde, GO;-17.7921255;-50.9191219
473;GO;Rubiataba;497.76140350877193;505.4845614035088;530.2191335740073;485.66534296028874;645.1228070175439;Rubiataba, GO;-15.1629793;-49.8005102
474;GO;Santa Helena de Goiás;475.4651515151515;481.19935064935066;498.9739234449761;459.04521531100477;541.3419913419914;Santa Helena de Goiás, GO;-17.8115199;-50.5976641
475;GO;Santo Antônio do Descoberto;481.9212189616253;492.89142212189614;493.83190476190475;461.8511904761905;577.0654627539503;Santo Antônio do Descoberto, GO;-15.9465415;-48.2616527
476;GO;Senador Canedo;488.30300187617263;502.719512195122;504.9907048008172;470.1144024514811;597.0356472795497;Senador Canedo, GO;-16.7013233;-49.0914921
477;GO;Silvânia;489.60991379310343;503.0006465517241;523.42343387471;483.8672853828306;593.5775862068965;Silvânia, GO;-16.6599718;-48.608326
478;GO;São Luís de Montes Belos;477.66306954436453;488.2503597122302;505.59021329987456;467.8459222082811;590.6714628297362;São Luís de Montes Belos, GO;-16.5210639;-50.3726281
479;GO;São Miguel do Araguaia;472.4736292428198;485.657180156658;498.20280112044816;462.07030812324933;604.6997389033943;São Miguel do Araguaia, GO;-13.2726442;-50.1627219
480;GO;Trindade;482.9896177980605;499.13274386765545;508.18441320293397;472.323533007335;585.3394181403308;Trindade, GO;-16.6549924;-49.4876203
481;GO;Uruaçu;479.4501818181818;489.64763636363637;508.92362924281986;467.86462140992165;564.5090909090909;Uruaçu, GO;-14.5244164;-49.1510022
482;GO;Valparaíso de Goiás;490.75639503507824;499.2318942255801;506.40247838616716;468.74097982708935;575.6287101996762;Valparaíso de Goiás, GO;-16.0686394;-47.9764907
483;GO;Águas Lindas de Goiás;478.6774910394265;490.8709677419355;488.7826923076923;461.7019230769231;559.3548387096774;Águas Lindas de Goiás, GO;-15.7392283;-48.2793357
484;MA;Alcântara;452.5934426229508;458.1573770491803;475.98141592920354;442.5221238938053;541.4754098360655;Alcântara, MA;-2.4084996;-44.4174143
485;MA;Amarante do Maranhão;452.65934065934067;474.1087912087912;483.6599236641221;462.006106870229;586.2271062271062;Amarante do Maranhão, MA;-5.56913;-46.747284
486;MA;Anajatuba;461.424347826087;480.2304347826087;486.2348214285715;460.6375;653.5652173913044;Anajatuba, MA;-3.26441;-44.6179916
487;MA;Araioses;463.65629139072854;489.0701986754967;481.4;462.31103448275866;566.0927152317881;Araioses, MA;-2.890914;-41.904993
488;MA;Arame;436.6264150943397;453.14905660377354;467.9190789473684;442.63157894736844;517.7358490566038;Arame, MA;-4.8858769;-46.0102484
489;MA;Arari;470.1507772020725;479.55751295336785;482.38111510791373;460.91079136690644;571.46804835924;Arari, MA;-3.4547602;-44.7772723
490;MA;Açailândia;474.436191974823;490.8971675845791;500.154309623431;462.73146443514645;598.426435877262;Açailândia, MA;-4.9514278;-47.4844564
491;MA;Bacabal;469.46005988023956;483.63856287425153;491.9726409119696;460.4103229892337;587.0179640718563;Bacabal, MA;-4.2318132;-44.781167
492;MA;Bacuri;441.0046822742475;454.2110367892977;468.25;443.38146853146856;543.8795986622074;Bacuri, MA;-1.728894;-45.1417148
493;MA;Balsas;466.43845080251225;479.16503838101886;497.50308823529406;466.6113235294118;585.1779483600837;Balsas, MA;-7.53214;-46.037163
494;MA;Barra do Corda;468.53196480938414;483.6983870967742;493.55987558320373;461.5153965785381;585.9530791788857;Barra do Corda, MA;-5.496823;-45.248496
495;MA;Barreirinhas;453.4875816993464;469.77167755991286;481.0805164319249;451.31877934272296;556.6013071895425;Barreirinhas, MA;-2.7541271;-42.8259693
496;MA;Barão de Grajaú;459.3172284644195;473.6052434456929;485.39087452471483;456.22471482889733;584.4943820224719;Barão de Grajaú, MA;-6.7542591;-43.0263477
497;MA;Bequimão;450.4209150326797;466.3712418300654;474.0826666666666;447.6726666666666;561.437908496732;Bequimão, MA;-2.4495376;-44.7884889
498;MA;Bom Jardim;459.0436666666667;467.574;481.25531914893617;454.3382978723404;554.4666666666667;Bom Jardim, MA;-3.54129;-45.606004
499;MA;Brejo;446.6596541786743;462.02651296829976;466.96895522388064;448.38358208955225;556.3112391930836;Brejo, MA;-3.6804397;-42.7529313
500;MA;Buriti Bravo;445.53214285714284;456.03714285714284;467.06323529411765;444.04375;557.0714285714286;Buriti Bravo, MA;-5.8391884;-43.8367876
501;MA;Buriticupu;452.75676229508196;465.89528688524587;481.3550321199143;456.9164882226981;534.3852459016393;Buriticupu, MA;-4.3227472;-46.4516989
502;MA;Carolina;465.92112676056337;476.9192488262911;487.3690355329949;461.4269035532995;593.5211267605633;Carolina, MA;35.90503535;-79.04775326525107
503;MA;Carutapera;451.72843137254904;467.42573529411766;474.5900763358778;451.72162849872774;559.0686274509804;Carutapera, MA;-1.2016638;-46.0205618
504;MA;Caxias;467.5766228893058;480.9796998123827;487.76311443177354;464.1901690916241;578.5215759849906;Caxias, MA;-4.8654201;-43.353664
505;MA;Chapadinha;455.2621085594989;474.62933194154493;486.2788732394366;456.41343445287106;581.0020876826723;Chapadinha, MA;-3.7416803;-43.3548006
506;MA;Codó;459.2029490616622;472.6657730116175;476.15488372093023;454.7835348837209;570.9562109025916;Codó, MA;-4.455623;-43.892354
507;MA;Coelho Neto;466.921320754717;478.1632075471698;484.1929824561403;460.8890838206628;591.0188679245283;Coelho Neto, MA;-4.2535154;-43.0149321
508;MA;Colinas;451.6587467362924;467.45378590078326;475.35874316939885;449.05054644808746;555.6657963446476;Colinas, MA;-6.0332631;-44.2528542
509;MA;Coroatá;457.44466019417473;463.24485436893207;484.93064182194615;450.62815734989647;592.8932038834952;Coroatá, MA;-4.1282283;-44.1360269
510;MA;Cururupu;455.73916083916083;473.0797202797202;470.72158273381297;451.45000000000005;589.1608391608391;Cururupu, MA;-1.824255;-44.872996
511;MA;Dom Pedro;471.5167984189723;484.0096837944664;494.9725050916497;467.0729124236252;609.6837944664031;Dom Pedro, MA;-5.0398278;-44.4385724
512;MA;Esperantinópolis;459.05;469.3914814814815;483.1904214559387;455.72681992337164;603.2592592592592;Esperantinópolis, MA;-4.8751875;-44.8801032
513;MA;Estreito;456.3514285714286;466.9734285714286;486.27872340425535;453.6635258358662;543.8857142857142;Estreito, MA;-6.5583016;-47.4432212
514;MA;Formosa da Serra Negra;442.58383233532936;461.7547904191617;477.9934579439252;451.1249221183801;563.4131736526946;Formosa da Serra Negra, MA;-6.4437601;-46.1905789
515;MA;Governador Nunes Freire;442.6693181818182;453.39261363636365;460.75174418604655;439.4162790697675;532.1590909090909;Governador Nunes Freire, MA;-2.1303959;-45.8900498
516;MA;Grajaú;451.21994382022467;468.4460674157303;474.6796101949025;454.4611694152923;561.4325842696629;Grajaú, MA;-5.8154034;-46.1361454
517;MA;Humberto de Campos;438.31388888888887;460.03888888888895;463.20375939849623;432.6812030075188;553.75;Humberto de Campos, MA;-2.598282;-43.464877
518;MA;Icatu;444.3594458438287;459.8007556675063;466.64526315789476;446.9565789473684;564.3324937027708;Icatu, MA;-2.772065;-44.050061
519;MA;Imperatriz;490.1970338983051;506.9617873651772;524.9937984496124;485.58357813137496;642.68875192604;Imperatriz, MA;-5.5269279;-47.478115
520;MA;Itapecuru Mirim;452.4138632162662;466.16654343807767;473.5745631067961;448.5229126213592;534.1219963031423;Itapecuru Mirim, MA;-3.3973569;-44.3560724
521;MA;Itinga do Maranhão;463.42964824120605;478.59346733668343;482.96042780748667;454.16898395721927;586.1306532663317;Itinga do Maranhão, MA;-4.452925;-47.5253727
522;MA;João Lisboa;459.20933333333335;473.61276190476195;477.1362348178137;457.48927125506077;590.2095238095238;João Lisboa, MA;-5.44363;-47.406388
523;MA;Lago da Pedra;465.2471947194719;481.3714521452145;487.06256410256407;457.8035897435897;598.3168316831683;Lago da Pedra, MA;-4.5627272;-45.1298628
524;MA;Maracaçumé;449.4966463414634;466.2789634146341;480.247619047619;447.807619047619;580.1219512195122;Maracaçumé, MA;-2.049177;-45.958734
525;MA;Matinha;446.7151202749141;460.80687285223365;462.7345323741007;442.3744604316547;539.3814432989691;Matinha, MA;-3.102212;-45.032208
526;MA;Mirinzal;442.19565217391306;464.888768115942;458.5817843866171;435.85315985130114;522.3913043478261;Mirinzal, MA;-2.0664539;-44.7837348
527;MA;Montes Altos;455.945041322314;474.0347107438016;468.87890295358653;457.69620253164555;553.0578512396694;Montes Altos, MA;-5.8316731;-47.0658003
528;MA;Parnarama;446.62384428223845;456.50802919708025;463.65974683544306;441.13594936708864;577.2262773722628;Parnarama, MA;-5.6823685;-43.0895346
529;MA;Paço do Lumiar;477.31634559252774;491.85796847635726;498.70129709697346;464.11358863495985;598.2720373613544;Paço do Lumiar, MA;-2.5329055;-44.1591965
530;MA;Pedreiras;474.07435028248585;486.8040677966101;500.47131050767416;464.9866587957497;630.6892655367232;Pedreiras, MA;-4.5687989;-44.6003029
531;MA;Penalva;458.0628318584071;476.20442477876105;470.9054545454545;448.0536363636364;534.3362831858407;Penalva, MA;-3.2881215;-45.1742086
532;MA;Pindaré-Mirim;469.87480620155037;480.3914728682171;491.02572614107885;470.14813278008296;588.062015503876;Pindaré-Mirim, MA;-3.6124457;-45.3404235
533;MA;Pinheiro;465.00091673032847;477.57097020626435;480.2359809372518;455.93367752184275;578.0748663101605;Pinheiro, MA;-2.5270459;-45.0866463
534;MA;Pio XII;445.1100456621005;469.1036529680365;463.55118483412326;447.24360189573457;546.8493150684932;Pio XII, MA;-3.8911223;-45.1710284
535;MA;Porto Franco;456.2175675675676;474.33127413127414;476.80300601202407;452.1743486973948;567.5675675675676;Porto Franco, MA;-6.34149;-47.396188
536;MA;Presidente Dutra;463.8331325301205;480.0927710843373;493.73196850393697;463.97905511811024;598.2530120481928;Presidente Dutra, MA;-5.289801;-44.49498
537;MA;Raposa;459.62398753894075;475.5320872274143;472.16339869281046;452.9362745098039;547.227414330218;Raposa, MA;-2.4459454;-44.1193757
538;MA;Rosário;454.22047781569967;465.40699658703073;470.24545454545455;448.92727272727274;558.2593856655291;Rosário, MA;-2.9405903;-44.2491088
539;MA;Santa Helena;450.81396103896105;462.53863636363633;470.69118644067794;450.3572881355932;586.038961038961;Santa Helena, MA;-2.234387;-45.3002279
540;MA;Santa Inês;471.5381343283582;480.6304477611941;496.3847512038523;463.7825842696629;595.4328358208955;Santa Inês, MA;-3.6647821;-45.3826869
541;MA;Santa Luzia;459.8586288416076;472.3456264775414;490.629;451.55475;545.2009456264775;Santa Luzia, MA;-3.9633675;-45.6637956
542;MA;Santa Luzia do Paruá;451.4090395480226;464.94322033898305;475.4853372434018;452.07243401759536;573.4463276836158;Santa Luzia do Paruá, MA;-2.5440662;-45.775757
543;MA;Santa Rita;462.546017699115;475.77566371681417;472.92;452.033023255814;574.1592920353983;Santa Rita, MA;-3.1411146;-44.3270285
544;MA;São Bento;443.8004672897196;453.81658878504675;467.47295285359803;447.53225806451616;531.2616822429907;São Bento, MA;-2.6999089;-44.8331254
545;MA;São Bernardo;442.725625;454.99137499999995;465.3370466321244;444.9108808290156;539.9;São Bernardo, MA;-3.3650267;-42.4224814
546;MA;São Domingos do Maranhão;462.16818181818184;482.1045454545454;490.0936123348018;456.48370044052865;592.7272727272727;São Domingos do Maranhão, MA;-5.5799743;-44.3841617
547;MA;São José de Ribamar;468.84915540540544;481.3223817567567;482.3135791366906;455.58588129496405;570.8952702702703;São José de Ribamar, MA;-2.5609115;-44.0559509
548;MA;São João dos Patos;451.78556701030925;465.85108820160366;479.3816009557945;451.56893667861414;567.2852233676975;São João dos Patos, MA;-6.4934;-43.703623
549;MA;São Luís;492.72144599910376;509.3072250161828;518.0847761037325;480.15990865662235;626.8167106507992;São Luís, MA;-2.5295265;-44.2963942
550;MA;São Mateus do Maranhão;452.4376373626373;465.157967032967;479.3378612716763;452.8901734104046;572.5274725274726;São Mateus do Maranhão, MA;-4.0289169;-44.4667342
551;MA;São Raimundo das Mangabeiras;441.9728723404255;465.29441489361704;470.7532967032967;450.131043956044;554.6276595744681;São Raimundo das Mangabeiras, MA;-7.023608;-45.4769436
552;MA;São Vicente Ferrer;436.6703007518797;443.3778195488722;455.1763565891473;435.61937984496126;507.29323308270676;São Vicente Ferrer, MA;-2.8927449;-44.8803633
553;MA;Timbiras;447.50481099656355;461.82577319587625;471.05765124555165;449.22811387900356;541.5807560137457;Timbiras, MA;-4.2551056;-43.9386212
554;MA;Timon;475.47225058004636;486.4554524361949;499.0222222222222;464.99463937621834;616.1020881670534;Timon, MA;-5.1023325;-42.8449518
555;MA;Tuntum;467.21607142857147;482.26250000000005;508.8297468354431;461.96898734177216;589.6428571428571;Tuntum, MA;-5.2630885;-44.6448502
556;MA;Turiaçu;442.13286713286715;451.70349650349647;454.91603053435114;432.5557251908397;533.7062937062936;Turiaçu, MA;-1.6710652;-45.3684095
557;MA;Tutóia;460.5671532846715;475.5566909975669;475.260465116279;461.9294573643411;570.316301703163;Tutóia, MA;-2.761413;-42.275531
558;MA;Urbano Santos;441.0737003058104;459.7067278287462;467.15628930817616;445.5833333333333;551.8042813455658;Urbano Santos, MA;-3.2036233;-43.3929106
559;MA;Vargem Grande;444.1286069651742;461.45099502487557;466.46072351421185;441.6121447028424;544.3283582089553;Vargem Grande, MA;-3.5443611;-43.9149128
560;MA;Viana;451.37914691943126;463.2789099526067;473.3285714285714;448.01829573934833;568.8625592417062;Viana, MA;-3.2099341;-45.0002456
561;MA;Vitorino Freire;458.9552894211577;461.4714570858284;483.2185031185031;453.63950103950106;615.0099800399202;Vitorino Freire, MA;-4.2885303;-45.2417582
562;MA;Zé Doca;462.19523809523815;472.4137254901961;481.566369047619;453.7279761904762;538.655462184874;Zé Doca, MA;-3.270145;-45.655344
563;MG;Abaeté;511.64803921568625;523.2747549019608;554.3838874680307;499.2969309462916;645.9313725490196;Abaeté, MG;-19.1566833;-45.4481213
564;MG;Aimorés;514.5408637873754;526.4222591362127;549.2375438596491;499.0691228070176;619.8006644518273;Aimorés, MG;-19.4917754;-41.0615603
565;MG;Alfenas;515.9091447925487;532.9931414055885;562.7758310871518;508.7567834681043;664.1320914479255;Alfenas, MG;-21.4297405;-45.9479419
566;MG;Almenara;491.89241877256325;499.30342960288806;522.4353383458646;477.6458646616542;585.5595667870036;Almenara, MG;-16.1740678;-40.6904907
567;MG;Alpinópolis;500.23494252873564;518.259540229885;553.6756626506024;497.5785542168675;660.9655172413793;Alpinópolis, MG;-20.863611;-46.387777
568;MG;Alvinópolis;499.35854922279793;517.1264248704663;543.1596774193548;486.3989247311828;629.5336787564767;Alvinópolis, MG;-20.1105199;-43.0601805
569;MG;Além Paraíba;514.5661670235546;531.3852248394004;560.3334075723831;504.09755011135854;670.5353319057816;Além Paraíba, MG;-21.8760576;-42.6810473
570;MG;Andradas;518.6303249097473;532.8797833935018;559.7811320754716;510.92037735849055;660.2888086642599;Andradas, MG;-22.0680484;-46.5688976
571;MG;Andrelândia;490.6561038961039;507.41480519480524;526.0546703296703;481.4337912087912;614.4415584415584;Andrelândia, MG;-21.739722;-44.308889
572;MG;Araguari;522.3161818181819;540.4745454545455;561.5557692307692;511.5943269230769;651.4727272727273;Araguari, MG;-18.6511256;-48.1933764
573;MG;Araxá;529.0976791120081;544.744702320888;583.4614978902954;520.7029535864979;685.1261352169525;Araxá, MG;-19.5928536;-46.940241
574;MG;Araçuaí;492.7362953692115;511.34818523153945;525.3107235142119;482.34586563307494;623.9799749687108;Araçuaí, MG;-16.8484451;-42.0661868
575;MG;Arcos;526.5632478632479;541.4529914529915;586.1194029850747;509.5217910447761;673.6182336182336;Arcos, MG;-20.282223;-45.539444
576;MG;Areado;510.5730458221024;527.3827493261456;553.6624641833811;498.1358166189112;635.9568733153639;Areado, MG;-21.3582771;-46.1476688
577;MG;Arinos;476.14150417827295;485.97771587743733;502.6863501483679;471.8629080118694;569.91643454039;Arinos, MG;-15.917223;-46.106111
578;MG;Baependi;510.06470588235294;523.4348039215686;553.3397959183674;494.1142857142857;663.6274509803922;Baependi, MG;-21.959162;-44.8899249
579;MG;Bambuí;516.717667844523;533.4003533568904;554.9316363636364;502.37636363636364;662.8975265017668;Bambuí, MG;-20.0131996;-45.9777034
580;MG;Barbacena;525.034503950834;545.347322212467;578.2565801668211;514.2651992585728;660.6409130816505;Barbacena, MG;-21.2254524;-43.7735087
581;MG;Barão de Cocais;523.0906504065041;538.0329268292683;577.7481012658227;513.4818565400843;661.4634146341464;Barão de Cocais, MG;-19.9452437;-43.4870298
582;MG;Belo Horizonte;545.2286729940812;567.7422547543165;600.0273280762883;534.0173775903173;687.9291142787098;Belo Horizonte, MG;-19.9227318;-43.9450948
583;MG;Belo Oriente;502.69202898550725;510.3579710144927;541.4901515151515;487.89621212121216;661.8840579710145;Belo Oriente, MG;-19.2232523;-42.4807033
584;MG;Betim;520.6497465359919;536.963906725245;554.3458865248226;500.937304964539;635.140250084488;Betim, MG;-19.968056;-44.198333
585;MG;Boa Esperança;501.83734087694484;514.6325318246111;549.4150584795321;492.9086257309942;631.6831683168317;Boa Esperança, MG;-21.0901253;-45.5660195
586;MG;Bocaiúva;496.338115942029;507.6394202898551;527.547754491018;485.33338323353297;635.4782608695652;Bocaiúva, MG;-17.1160208;-43.8122678
587;MG;Bom Despacho;539.9889447236181;558.2123115577889;593.6778364116095;527.811345646438;688.8442211055276;Bom Despacho, MG;-19.7375242;-45.2517288
588;MG;Bom Sucesso;493.02019543973944;514.3508143322476;532.6114864864865;485.01587837837843;641.6938110749186;Bom Sucesso, MG;-21.0323516;-44.7598082
589;MG;Brasilândia de Minas;473.8872246696035;480.784140969163;494.9632075471698;471.80518867924525;564.7577092511013;Brasilândia de Minas, MG;-17.0096409;-46.0087622
590;MG;Brasília de Minas;494.2142857142857;507.9675;523.4295238095239;477.46590476190477;593.6071428571429;Brasília de Minas, MG;-16.2075114;-44.430559
591;MG;Brumadinho;516.6878854625551;533.5182819383259;549.8417808219178;498.7509132420091;637.5330396475771;Brumadinho, MG;-20.143611;-44.2
592;MG;Buritis;483.5230088495575;494.20353982300884;514.4611872146119;470.1753424657534;589.2035398230089;Buritis, MG;-15.621389;-46.423889
593;MG;Caeté;522.577694235589;536.937343358396;564.4005194805195;507.83506493506496;667.7694235588972;Caeté, MG;-19.897777;-43.670278
594;MG;Cambuí;509.3412568306011;528.581693989071;555.8103746397695;503.8971181556196;641.7486338797814;Cambuí, MG;-22.6122501;-46.0572137
595;MG;Campo Belo;513.4209370424597;532.1216691068814;567.7496183206107;504.71541984732823;658.0380673499268;Campo Belo, MG;-20.8975;-45.277223
596;MG;Campos Altos;501.4326530612245;505.01428571428573;534.2083333333334;484.128125;647.1428571428571;Campos Altos, MG;-19.696389;-46.171389
597;MG;Campos Gerais;492.2451990632319;506.1665105386417;535.4878109452736;486.72910447761194;621.4988290398127;Campos Gerais, MG;-21.2333342;-45.7584127
598;MG;Capelinha;512.3998127340824;530.4310861423221;544.2707269155206;499.7994106090373;646.1048689138577;Capelinha, MG;-17.693889;-42.518611
599;MG;Carangola;497.9332880434783;518.2125;538.3189606741573;489.3210674157303;642.6630434782609;Carangola, MG;-20.733056;-42.029445
600;MG;Caratinga;512.1556428571429;526.4512142857143;555.7594235033259;498.41012564671104;650.0714285714286;Caratinga, MG;-19.7900887;-42.140533
601;MG;Carlos Chagas;509.4960526315789;513.5500000000001;535.0152777777778;481.7715277777778;622.1052631578947;Carlos Chagas, MG;-21.744351;-43.3908675
602;MG;Carmo do Paranaíba;508.5130434782609;518.527950310559;559.3501628664495;501.1299674267101;645.4037267080745;Carmo do Paranaíba, MG;-18.9992327;-46.306916
603;MG;Carmésia;479.74655172413793;486.85689655172416;523.5385964912281;462.87894736842105;590.6896551724138;Carmésia, MG;-19.0854535;-43.1392003
604;MG;Cataguases;528.3921779141104;546.4518404907975;579.4955766192733;520.8494470774092;693.7423312883435;Cataguases, MG;-21.387426;-42.6957219
605;MG;Caxambu;509.7225048923679;529.7309197651664;562.3210843373495;501.35301204819274;658.4344422700588;Caxambu, MG;-21.9755872;-44.9311403
606;MG;Cláudio;517.9791569086651;533.559718969555;557.9825242718447;499.11674757281554;653.2552693208431;Cláudio, MG;-20.4448485;-44.7655217
607;MG;Conceição do Mato Dentro;496.4282442748092;514.0809160305344;536.9561264822134;484.4189723320158;619.8473282442748;Conceição do Mato Dentro, MG;-19.037222;-43.425278
608;MG;Congonhas;518.227652173913;534.0855652173914;561.2312617702448;500.03163841807907;650.0521739130435;Congonhas, MG;-20.5015168;-43.8564586
609;MG;Conselheiro Lafaiete;535.2206700379267;555.5783185840708;584.3888015717092;522.856712508186;685.2212389380531;Conselheiro Lafaiete, MG;-20.6596107;-43.785743
610;MG;Conselheiro Pena;502.74949999999995;515.0535;535.9938144329897;486.1386597938144;607.2;Conselheiro Pena, MG;-19.1720883;-41.471995
