;SIGLA_UF_PV;NOME_MUNICIPIO_PV;NOTA_LINGUAGENS;NOTA_HUMANAS;NOTA_MATEMATICA;NOTA_NATUREZA;NOTA_REDAC;CIDADE/UF;LAT;LON
0;AC;Acrelândia;472.8205298013245;484.658940397351;495.9414285714286;450.8442857142857;558.6754966887418;Acrelândia, AC;-10.0759167;-67.0526898
1;AC;Brasiléia;489.36046511627904;486.7866279069768;504.3;473.3732919254659;575.9302325581396;Brasiléia, AC;-11.0010413;-68.7487894
2;AC;Cruzeiro do Sul;473.5673883626522;483.79201623815965;484.8781227436823;459.00216606498196;584.5737483085251;Cruzeiro do Sul, AC;-7.6307956;-72.6703869
3;AC;Epitaciolândia;483.65213675213676;493.43675213675215;491.69009900990096;471.2148514851485;572.3076923076923;Epitaciolândia, AC;-11.0289439;-68.7411519
4;AC;Feijó;477.6275167785235;488.6234899328859;487.3282608695652;456.9594202898551;576.1073825503356;Feijó, AC;-8.1648652;-70.3539579
5;AC;Jordão;425.8666666666667;458.93888888888887;472.52941176470586;444.90588235294115;544.4444444444445;Jordão, AC;-9.1911406;-71.9481397
6;AC;Marechal Thaumaturgo;441.9045454545454;461.0318181818182;450.15348837209297;441.78837209302327;543.1818181818181;Marechal Thaumaturgo, AC;-8.9479792;-72.7872614
7;AC;Mâncio Lima;452.95863874345554;463.782722513089;469.35;450.75352941176476;582.6178010471205;Mâncio Lima, AC;-7.6145911;-72.905264
8;AC;Plácido de Castro;458.21379310344827;466.2977011494253;483.57951807228915;451.3240963855422;549.4252873563219;Plácido de Castro, AC;-10.3239154;-67.1824196
9;AC;Porto Acre;465.1635416666666;489.309375;473.1417582417583;447.45054945054943;552.9166666666666;Porto Acre, AC;-9.5879722;-67.53307
10;AC;Porto Walter;446.7897435897436;462.79487179487177;455.9714285714286;445.7257142857143;564.1025641025641;Porto Walter, AC;-8.2687722;-72.7444458
11;AC;Rio Branco;490.0488998652896;502.09284538242775;503.7016469459546;474.34250079948833;599.8323604250861;Rio Branco, AC;-9.9765362;-67.8220778
12;AC;Santa Rosa do Purus;383.2625;433.36249999999995;421.325;427.4125;442.5;Santa Rosa do Purus, AC;-9.4354872;-70.4926109
13;AC;Sena Madureira;473.8010452961672;484.90662020905927;484.93768115942026;456.5083333333333;585.993031358885;Sena Madureira, AC;-9.0659556;-68.6571058
14;AC;Senador Guiomard;469.04581673306774;486.4003984063745;491.94769874476987;458.1794979079498;559.9203187250996;Senador Guiomard, AC;-9.9765;-67.31913961038961
15;AC;Tarauacá;461.8086330935252;474.66978417266193;480.7143968871596;445.21789883268485;568.4172661870504;Tarauacá, AC;-8.1602019;-70.7665368
16;AC;Xapuri;479.7509259259259;500.44074074074075;504.606;483.89;571.8518518518518;Xapuri, AC;-10.6511174;-68.5017902
17;AL;Arapiraca;493.7589947691607;512.6158289743006;533.5714591254754;485.54032794676806;642.3061178075961;Arapiraca, AL;-9.754866;-36.661471
18;AL;Atalaia;463.9327659574468;479.17659574468087;485.1235294117647;451.3556561085973;575.1489361702128;Atalaia, AL;-23.1513833;-52.0529697
19;AL;Batalha;455.0294382022472;472.9060674157304;489.68782201405156;457.40281030444964;586.9662921348314;Batalha, AL;-9.6733809;-37.1265481
20;AL;Boca da Mata;466.4269720101781;481.00508905852416;499.6323684210526;462.1721052631579;606.6157760814249;Boca da Mata, AL;-9.6452054;-36.2116658
21;AL;Campo Alegre;469.0198198198198;480.10743243243246;500.8153669724771;464.8506880733945;624.1441441441441;Campo Alegre, AL;-26.1941684;-49.2657484
22;AL;Coruripe;466.5200371057514;474.73543599257886;496.69709302325583;459.8236434108527;588.3487940630798;Coruripe, AL;-10.1249963;-36.1760623
23;AL;Delmiro Gouveia;469.3883472057075;484.04661117717006;496.4686419753086;461.92419753086415;582.30677764566;Delmiro Gouveia, AL;-9.3841161;-37.997756
24;AL;Girau do Ponciano;458.328431372549;480.91127450980395;489.76406779661016;460.662033898305;617.7124183006536;Girau do Ponciano, AL;-9.884041;-36.831592
25;AL;Igaci;456.67014388489207;479.8262589928058;492.22996254681647;463.8426966292135;595.7553956834532;Igaci, AL;-9.537678;-36.637191
26;AL;Maceió;501.77337505214854;518.8206007509388;539.6477464788733;490.2804137323944;639.9482686691698;Maceió, AL;-9.6476843;-35.7339264
27;AL;Marechal Deodoro;486.11275510204086;499.9956632653061;509.66037735849056;469.3708894878706;581.5816326530612;Marechal Deodoro, AL;-9.709715;-35.896731
28;AL;Olho d'Água das Flores;463.6086206896552;473.0733990147783;485.7793281653747;457.0948320413437;573.7931034482758;Olho d'Água das Flores, AL;-9.5318374;-37.2939052
29;AL;Palmeira dos Índios;475.9291569992266;492.16906419180197;512.1202076677316;473.1584664536741;630.9048723897912;Palmeira dos Índios, AL;-9.4076249;-36.6323616
30;AL;Penedo;476.55739130434785;489.8;504.97338501291995;468.74573643410855;595.9254658385094;Penedo, AL;-10.2872341;-36.5819262
31;AL;Pilar;462.8862745098039;474.9546840958606;482.47664399092974;456.2324263038549;582.7450980392157;Pilar, AL;-9.6016711;-35.9511275
32;AL;Porto Calvo;464.51241050119336;477.69379474940337;496.1749385749386;455.6260442260442;569.928400954654;Porto Calvo, AL;-9.051948;-35.398653
33;AL;Rio Largo;471.7799791449427;482.515015641293;497.931798245614;460.3563596491228;581.7935349322211;Rio Largo, AL;-9.477829;-35.839435
34;AL;Santana do Ipanema;474.28514851485147;489.9783592644979;503.9610194902549;469.18485757121437;612.7581329561527;Santana do Ipanema, AL;-9.369989;-37.248018
35;AL;São José da Tapera;465.74821428571425;486.972619047619;494.2594512195122;463.3158536585366;592.3809523809524;São José da Tapera, AL;-9.5584287;-37.3818893
36;AL;São Luís do Quitunde;453.93613963039013;469.3285420944558;472.4828326180257;446.1935622317597;568.993839835729;São Luís do Quitunde, AL;-9.3181755;-35.5605097
37;AL;São Miguel dos Campos;474.4807901907357;481.7689373297003;504.40651230101304;461.3557163531114;618.1471389645776;São Miguel dos Campos, AL;-9.7831115;-36.0967804
38;AL;Teotônio Vilela;474.7638709677419;484.7527741935484;501.8434782608696;465.8642663043478;645.083870967742;Teotônio Vilela, AL;-9.9062736;-36.3571341
39;AL;Traipu;452.80833333333334;477.18630952380954;496.660736196319;454.99754601227;600.7142857142857;Traipu, AL;-9.967583;-37.0015357
40;AL;União dos Palmares;465.1197614991482;481.35732538330495;496.08480565371025;458.3056537102473;586.984667802385;União dos Palmares, AL;-9.1576807;-36.0342251
41;AL;Viçosa;463.0582938388626;480.150710900474;482.67133443163095;451.7848434925865;589.1943127962086;Viçosa, AL;-9.3728032;-36.2432636
42;AL;Água Branca;458.7664285714286;476.24678571428575;492.18988764044946;455.4625468164794;569.1428571428571;Água Branca, AL;-9.2613606;-37.9361053
43;AM;Alvarães;417.8067567567568;442.3682432432432;446.38947368421054;423.41578947368424;475.0;Alvarães, AM;-3.214786;-64.8143124
44;AM;Anamã;433.8297297297297;444.80810810810806;466.21176470588233;430.8858823529412;433.5135135135135;Anamã, AM;-3.5797356;-61.4049996
45;AM;Anori;435.84424778761064;445.7867256637168;455.6821782178218;440.69108910891094;518.4070796460177;Anori, AM;-3.7435254;-61.6605203
46;AM;Apuí;462.1560606060606;479.2590909090909;493.40327868852455;448.71475409836063;500.6060606060606;Apuí, AM;-7.1940195;-59.8830192
47;AM;Autazes;430.32556053811663;442.25291479820623;450.363829787234;429.13457446808513;473.1838565022422;Autazes, AM;-3.5833283;-59.1301518
48;AM;Barcelos;454.21588785046725;475.5495327102804;465.08019801980197;447.0831683168317;534.5794392523364;Barcelos, AM;-0.9729214;-62.925635
49;AM;Barreirinha;433.43890577507597;454.88571428571424;444.84791666666666;437.48784722222223;488.8753799392097;Barreirinha, AM;-2.798863;-57.067897
50;AM;Benjamin Constant;413.3379603399433;431.8475920679887;436.40273556231006;422.6975683890578;423.9660056657224;Benjamin Constant, AM;-4.3782748;-70.0290603
51;AM;Beruri;430.9372340425532;447.386170212766;463.46741573033705;434.86179775280897;503.1914893617021;Beruri, AM;-3.9007135;-61.3717319
52;AM;Boa Vista do Ramos;429.14438502673795;438.7978609625668;446.6869047619047;429.7446428571429;463.3155080213904;Boa Vista do Ramos, AM;-2.9716927;-57.5869819
53;AM;Boca do Acre;469.91409090909093;469.48636363636365;488.63853658536584;452.7258536585366;537.8181818181819;Boca do Acre, AM;-8.7553487;-67.3930873
54;AM;Borba;421.1976923076923;439.05307692307696;451.06140350877195;421.5605263157895;475.53846153846155;Borba, AM;-4.3934778;-59.5947721
55;AM;Caapiranga;421.56666666666666;428.8575757575757;450.14074074074074;420.4703703703704;386.06060606060606;Caapiranga, AM;-3.3188884;-61.2096404
56;AM;Canutama;426.46101694915257;435.6593220338983;465.5224489795918;426.33673469387753;479.3220338983051;Canutama, AM;-6.5330019;-64.3834966
57;AM;Carauari;435.7379487179487;439.6933333333333;463.11479289940826;431.75917159763316;529.7435897435897;Carauari, AM;-4.8766426;-66.8961433
58;AM;Careiro;439.14971428571425;452.56399999999996;463.4192857142857;443.4642857142857;475.3142857142857;Careiro, AM;-3.8185277;-60.3616505
59;AM;Careiro da Várzea;429.22585034013605;437.67619047619047;450.7297709923664;430.1396946564886;456.4625850340136;Careiro da Várzea, AM;-3.197024;-59.8259104
60;AM;Coari;439.6552217453505;449.43905579399143;459.2475894245723;442.347900466563;502.60371959942773;Coari, AM;-4.0885957;-63.1431166
61;AM;Codajás;432.6047904191617;445.72275449101795;452.58618421052637;432.928947368421;484.311377245509;Codajás, AM;-3.8413202;-62.0603444
62;AM;Eirunepé;442.3362204724409;460.62244094488193;473.73842794759827;446.7183406113537;511.496062992126;Eirunepé, AM;-6.6567654;-69.866161
63;AM;Envira;427.5632075471698;451.6339622641509;457.39696969696973;427.43333333333334;524.9056603773585;Envira, AM;-7.437889;-70.028143
64;AM;Fonte Boa;413.6896103896104;446.6363636363636;446.08516129032256;429.91161290322583;487.012987012987;Fonte Boa, AM;-2.55;-66.91321428571428
65;AM;Humaitá;450.98991769547325;462.70637860082303;466.77097505668934;447.4426303854876;499.79423868312756;Humaitá, AM;-7.5099404;-63.0248674
66;AM;Ipixuna;435.58513513513515;447.4013513513513;462.72615384615386;446.87384615384616;515.1351351351351;Ipixuna, AM;-7.047909;-71.693426
67;AM;Iranduba;445.39382422802845;467.56318289786225;469.2457671957672;443.38042328042326;489.07363420427555;Iranduba, AM;-3.2758203;-60.1867429
68;AM;Itacoatiara;449.936850921273;465.0675041876047;463.2098148148148;444.175;511.8425460636516;Itacoatiara, AM;-3.1477898;-58.4461041
69;AM;Itamarati;396.74603174603175;416.5095238095238;441.96000000000004;440.73111111111115;423.8095238095238;Itamarati, AM;-6.4385189;-68.2437385
70;AM;Japurá;402.78266666666667;427.308;444.3731343283582;415.8492537313433;263.2;Japurá, AM;-1.8808468;-66.9967657
71;AM;Jutaí;432.106976744186;442.9186046511628;452.5197183098592;434.72957746478875;423.25581395348837;Jutaí, AM;-2.7471478;-66.7721255
72;AM;Lábrea;446.3969230769231;454.66576923076923;464.11745283018865;445.05283018867925;467.9230769230769;Lábrea, AM;-7.2613683;-64.7924505
73;AM;Manacapuru;455.23907766990294;462.6057038834951;470.2627476882431;446.18507265521794;503.08252427184465;Manacapuru, AM;-3.2996768;-60.6213528
74;AM;Manaquiri;426.7546391752577;440.9381443298969;447.48674698795185;432.75421686746984;479.7938144329897;Manaquiri, AM;-3.4305885;-60.4593078
75;AM;Manaus;484.13068335319826;493.0540484704013;501.281629610139;468.96042187431476;559.6789829161701;Manaus, AM;-3.1316333;-59.9825041
76;AM;Manicoré;455.1607407407408;468.15259259259255;462.392;448.9552;504.8888888888889;Manicoré, AM;-5.804618;-61.289483
77;AM;Maraã;420.696551724138;428.12068965517244;442.58750000000003;431.7625;418.2758620689655;Maraã, AM;-1.8535579;-65.5897749
78;AM;Maués;457.51523178807946;472.6586092715232;464.88510638297873;446.10283687943263;522.7814569536424;Maués, AM;-3.3795798;-57.7196072
79;AM;Nhamundá;432.3875370919881;451.0839762611276;452.74855305466235;439.435691318328;502.9080118694362;Nhamundá, AM;-2.1921521;-56.7111308
80;AM;Nova Olinda do Norte;419.74375000000003;432.2299107142857;444.4979381443299;420.45103092783506;465.7142857142857;Nova Olinda do Norte, AM;-3.8926889;-59.0953046
81;AM;Novo Airão;441.2217391304348;450.3833333333333;451.39166666666665;434.77166666666665;504.7826086956522;Novo Airão, AM;-2.6260236;-60.9434406
82;AM;Novo Aripuanã;432.86507936507934;443.0484126984127;446.9558558558558;426.6306306306306;433.3333333333333;Novo Aripuanã, AM;-5.125929;-60.373179
83;AM;Parintins;453.4839035333707;470.3521592821088;468.3866467065868;449.2017964071856;513.9652271452608;Parintins, AM;-2.6344567;-56.7319324
84;AM;Pauini;408.9824175824176;433.09999999999997;447.3671052631579;422.0157894736842;366.3736263736264;Pauini, AM;-7.7122214;-66.9998441
85;AM;Presidente Figueiredo;461.45451127819547;466.7605263157895;482.7336170212766;453.63106382978725;521.578947368421;Presidente Figueiredo, AM;-2.0486359;-60.0236658
86;AM;Rio Preto da Eva;431.14113924050633;453.47088607594935;459.8427586206896;435.468275862069;503.7974683544304;Rio Preto da Eva, AM;-2.6990647;-59.7012494
87;AM;Santa Isabel do Rio Negro;439.0395833333334;444.8041666666666;444.6918918918918;433.4783783783784;442.5;Santa Isabel do Rio Negro, AM;-0.4160389;-65.0153096
88;AM;Santo Antônio do Içá;413.1096153846154;437.5120192307692;439.0735449735449;421.8915343915344;427.40384615384613;Santo Antônio do Içá, AM;-3.095443;-67.946279
89;AM;Silves;415.99817351598176;433.2141552511415;459.3474489795919;426.8525510204082;386.4840182648402;Silves, AM;-2.8372614;-58.2105199
90;AM;São Gabriel da Cachoeira;449.70077519379845;468.5418604651163;454.7515283842795;441.28864628820963;496.6666666666667;São Gabriel da Cachoeira, AM;-0.1249715;-67.0813855
91;AM;São Paulo de Olivença;436.4157894736842;451.968016194332;446.80131004366814;430.1148471615721;471.6599190283401;São Paulo de Olivença, AM;-3.4650627;-68.9468462
92;AM;Tabatinga;438.9512064343163;452.45227882037534;454.4521739130435;435.6133540372671;443.5924932975871;Tabatinga, AM;-4.2327349;-69.9263372
93;AM;Tapauá;438.34878048780485;451.3085365853659;454.78;441.08666666666664;532.6829268292682;Tapauá, AM;-5.6232283;-63.1879157
94;AM;Tefé;448.1241935483871;461.3659274193548;472.9325221238938;445.16769911504423;518.4677419354839;Tefé, AM;-3.3485276;-64.7102278
95;AM;Tonantins;420.0586666666667;435.2213333333333;433.78840579710146;418.1666666666667;411.2;Tonantins, AM;-2.86261;-67.7735482
96;AM;Uarini;406.3776315789474;425.71578947368425;440.98333333333335;425.39500000000004;330.2631578947368;Uarini, AM;-2.9827061;-65.1578615
97;AM;Urucará;426.54771784232366;434.9908713692946;441.1785087719298;424.9657894736842;470.8713692946058;Urucará, AM;-2.537073;-57.7590254
98;AM;Urucurituba;422.1528169014084;441.5661971830986;440.5875;434.7033333333333;458.3098591549296;Urucurituba, AM;-3.1304332;-58.1549157
99;AP;Amapá;425.340206185567;467.69278350515464;455.3044943820225;440.81011235955054;549.0721649484536;Amapá, AP;2.0529997;-50.7930003
100;AP;Laranjal do Jari;456.56287553648065;474.9791845493562;471.1948598130841;452.9193925233645;551.7167381974249;Laranjal do Jari, AP;-0.8419994;-52.516
101;AP;Macapá;479.0776860660324;497.24986010072746;499.1775924256087;470.02088969041176;591.3682148852826;Macapá, AP;0.0401529;-51.0569588
102;AP;Mazagão;436.45955056179776;460.4191011235955;454.0710843373494;439.2192771084337;511.0112359550562;Mazagão, AP;-0.1160565;-51.2861759
103;AP;Oiapoque;436.39845360824745;448.21546391752577;454.12320441988953;436.0220994475138;502.16494845360825;Oiapoque, AP;3.8432128;-51.8350798
104;AP;Porto Grande;445.9258706467662;463.16069651741293;467.52099447513814;444.75469613259673;545.0746268656717;Porto Grande, AP;0.7028371;-51.4041605
105;AP;Santana;470.73167701863355;488.62444946357994;489.58060975609754;462.52457317073174;576.1942405420666;Santana, AP;-0.0307068;-51.1789666
106;AP;Tartarugalzinho;441.37636363636364;456.4309090909091;471.3734693877551;443.130612244898;535.2727272727273;Tartarugalzinho, AP;1.5052391;-50.9123126
107;BA;Alagoinhas;492.329698630137;505.2197808219178;512.5854661262305;484.8816444701795;596.9424657534247;Alagoinhas, BA;-12.133526;-38.420772
108;BA;Amargosa;480.4081989247312;496.1623655913978;498.4885106382979;471.2802836879432;592.8494623655914;Amargosa, BA;-13.0302189;-39.6040692
109;BA;Amélia Rodrigues;482.8818493150685;489.4349315068493;497.66906474820144;467.9708633093525;593.4246575342465;Amélia Rodrigues, BA;-12.4015388;-38.7516971
110;BA;Anagé;454.2365313653137;478.6376383763838;484.7813688212928;454.85627376425856;572.0295202952029;Anagé, BA;-14.6134669;-41.1376308
111;BA;Araci;470.6523333333334;487.51266666666663;490.54249999999996;471.4010714285714;617.4;Araci, BA;-11.3356065;-38.9573261
112;BA;Baixa Grande;473.363829787234;493.86548463356974;505.63025;468.34975;607.8959810874704;Baixa Grande, BA;-11.9630941;-40.1657537
113;BA;Barra;458.3448770491803;468.3600409836066;472.32262156448206;450.7093023255814;575.2049180327868;Barra, BA;-11.0892702;-43.1420453
114;BA;Barra da Estiva;474.9140145985401;493.0718248175183;508.7090490797546;471.52392638036804;605.051094890511;Barra da Estiva, BA;-13.6269662;-41.3278287
115;BA;Barra do Choça;472.0230769230769;485.76153846153846;497.41072796934867;462.6605363984674;595.7509157509157;Barra do Choça, BA;-14.8638173;-40.5761637
116;BA;Barreiras;488.87801031240525;506.48425841674253;520.2157742866303;486.5890990702148;644.8832271762208;Barreiras, BA;-12.1440031;-44.9967406
117;BA;Bom Jesus da Lapa;478.4387837837838;494.1702702702703;511.6156779661017;475.3837570621469;606.3513513513514;Bom Jesus da Lapa, BA;-13.250571;-43.410754
118;BA;Boquira;457.7063063063063;480.4108108108108;497.5394366197183;464.72159624413143;621.081081081081;Boquira, BA;-12.8184859;-42.7270883
119;BA;Brejões;463.33875;483.07875;481.19006622516554;454.8158940397351;568.25;Brejões, BA;-13.1033754;-39.7909837
120;BA;Brotas de Macaúbas;469.50510948905105;488.24598540145985;499.01875;461.82890625;608.3211678832117;Brotas de Macaúbas, BA;-12.0019007;-42.6257506
121;BA;Brumado;491.11075069508803;509.6437442075996;529.8528265107212;486.17076023391814;628.4151992585728;Brumado, BA;-14.2950215;-41.659239732941316
122;BA;Buerarema;467.20939226519334;487.83425414364643;481.6211764705883;462.8388235294118;582.0994475138122;Buerarema, BA;-14.9571177;-39.3008035
123;BA;Cachoeira;459.7861056751468;478.73228962818007;479.01174089068826;453.1781376518219;551.9373776908024;Cachoeira, BA;-12.5998256;-38.9665918
124;BA;Caculé;480.2057050592034;502.87739504843915;520.0600882028666;481.7371554575523;638.5575888051668;Caculé, BA;-14.4990734;-42.2233006
125;BA;Caetité;484.1772539288669;506.57733664185275;523.7030769230769;476.89786324786326;650.4880066170389;Caetité, BA;-14.0691776;-42.4852428
126;BA;Camacan;469.2707983193277;482.31050420168066;491.83437499999997;459.52834821428576;588.3193277310925;Camacan, BA;-15.4166631;-39.4930088
127;BA;Camamu;459.815014164306;476.10623229461754;482.5290801186943;455.8578635014837;549.2351274787535;Camamu, BA;-13.9438142;-39.1060917
128;BA;Camaçari;492.4036641929499;503.039332096475;505.93743842364535;475.0481280788177;588.4322820037106;Camaçari, BA;-12.6998188;-38.3260762
129;BA;Campo Alegre de Lourdes;446.9195804195804;457.4573426573427;484.3610294117648;447.1419117647059;559.3006993006993;Campo Alegre de Lourdes, BA;-9.5160326;-43.0101338
130;BA;Campo Formoso;474.79695550351283;494.8975409836066;505.60049689440996;472.9064596273292;602.7166276346604;Campo Formoso, BA;-10.51055;-40.320031
131;BA;Canarana;466.47053571428575;475.7806547619047;498.6481727574751;461.34584717607976;598.6309523809524;Canarana, BA;-11.6870151;-41.7683675
132;BA;Canavieiras;490.6444866920152;508.5916349809886;503.9791836734694;469.73061224489794;585.0190114068441;Canavieiras, BA;-15.6790128;-38.9449622
133;BA;Candeias;479.44234016887816;490.9108564535585;496.76776649746193;465.6513959390863;577.925211097708;Candeias, BA;-12.6693806;-38.5406462
134;BA;Cansanção;465.1194312796208;467.10142180094783;474.27099999999996;457.24800000000005;581.4218009478673;Cansanção, BA;-10.6671448;-39.498199
135;BA;Capim Grosso;479.71859375;492.34640625000003;501.1243377483443;466.4341059602649;592.71875;Capim Grosso, BA;-11.3793228;-40.0112095
136;BA;Caravelas;476.2008;490.6184;486.93274336283184;465.75486725663717;561.92;Caravelas, BA;-17.7296514;-39.2660082
137;BA;Carinhanha;446.0255263157895;460.80210526315784;476.00977653631287;451.00027932960893;564.1052631578947;Carinhanha, BA;-14.298524;-43.772349
138;BA;Casa Nova;462.93860589812334;477.001072386059;498.81802325581396;461.22994186046515;583.5924932975871;Casa Nova, BA;-9.1736775;-40.9734475
139;BA;Castro Alves;466.96761363636364;487.20340909090913;491.5271386430679;458.86961651917403;557.0454545454545;Castro Alves, BA;-12.7616941;-39.4281088
140;BA;Catu;495.32622377622374;509.36136363636365;518.4813405797101;485.3827898550724;621.5034965034965;Catu, BA;-12.351274;-38.379108
141;BA;Coaraci;477.443795620438;489.07481751824815;498.8637404580153;470.3171755725191;608.3941605839416;Coaraci, BA;-14.6407979;-39.5496765
142;BA;Cocos;458.30938271604936;473.4434567901235;492.17410256410255;458.2592307692308;574.3703703703703;Cocos, BA;-14.1811222;-44.5382117
143;BA;Conceição da Feira;475.38843930635835;490.921387283237;497.08869047619044;468.7333333333333;590.0578034682081;Conceição da Feira, BA;-12.5013001;-39.0002166
144;BA;Conceição do Coité;488.9044548651817;511.2604923798359;520.3853416149068;485.29093167701865;618.3118405627198;Conceição do Coité, BA;-11.5629384;-39.2839543
145;BA;Conceição do Jacuípe;484.6479809976247;501.50498812351543;501.13828715365236;475.44483627204033;594.8218527315914;Conceição do Jacuípe, BA;-12.326831;-38.768433
146;BA;Coração de Maria;464.9722448979592;477.5644897959184;489.1351931330472;458.7240343347639;602.6938775510204;Coração de Maria, BA;-12.2484345;-38.7499274
147;BA;Cordeiros;480.86024096385546;498.14789156626506;512.911801242236;476.7298136645963;610.722891566265;Cordeiros, BA;-15.0397219;-41.9314228
148;BA;Correntina;463.6825657894737;484.1506578947368;496.11830508474577;473.6552542372881;589.8684210526316;Correntina, BA;-13.344157;-44.6345066
149;BA;Cruz das Almas;476.304932735426;494.2971300448431;505.5948453608247;475.77703842549204;591.5695067264573;Cruz das Almas, BA;-12.6722649;-39.1053665
150;BA;Curaçá;468.16920152091257;477.1555133079848;502.71666666666664;460.98583333333335;572.3954372623574;Curaçá, BA;-8.9925655;-39.9053169
151;BA;Cândido Sales;469.06622807017544;486.025;503.72599531615924;467.1161592505855;589.9561403508771;Cândido Sales, BA;-15.5037649;-41.2391141
152;BA;Cícero Dantas;479.2904306220095;493.6741626794259;505.7283582089552;470.4336650082919;596.4912280701755;Cícero Dantas, BA;-10.5932265;-38.3834411
153;BA;Dias d'Ávila;490.3933202357564;510.1840864440079;505.710460251046;474.8117154811716;577.4852652259332;Dias d'Ávila, BA;-12.6107233;-38.3028518
154;BA;Entre Rios;465.08539603960395;479.45;479.90346666666665;457.8093333333333;549.1584158415842;Entre Rios, BA;-11.9423743;-38.0836985
155;BA;Esplanada;461.6466321243524;470.3516407599309;477.74000000000007;455.6460714285714;566.5284974093264;Esplanada, BA;-11.800614;-37.9453
156;BA;Euclides da Cunha;475.32832618025753;489.39885550786835;488.0273273273273;458.39834834834835;578.9127324749643;Euclides da Cunha, BA;-10.5060835;-39.0129875
157;BA;Eunápolis;498.6619402985075;508.5295190713101;517.8041740674955;481.5240674955595;613.2504145936982;Eunápolis, BA;-16.3722412;-39.575704
158;BA;Feira de Santana;502.2301289851546;516.8569968362132;531.0790148794254;491.72065161621344;634.9136042832806;Feira de Santana, BA;-12.2578934;-38.9598047
159;BA;Formosa do Rio Preto;445.618339100346;465.08408304498266;473.7138059701493;453.3488805970149;552.80276816609;Formosa do Rio Preto, BA;-11.0414544;-45.1903983
160;BA;Gandu;469.94126040428057;480.9392390011891;490.7753731343284;458.57562189054727;593.4126040428062;Gandu, BA;-13.7448138;-39.4844732
161;BA;Governador Mangabeira;461.2725239616613;483.79105431309904;488.57491961414786;465.9331189710611;587.923322683706;Governador Mangabeira, BA;-12.6038648;-39.0372154
162;BA;Guanambi;484.27868852459017;503.2535197685632;522.6577059120768;481.93799898938863;638.1388621022179;Guanambi, BA;-14.223066;-42.779943
163;BA;Ibicaraí;472.84692737430163;473.58901303538175;488.74330097087375;456.71747572815536;597.9143389199255;Ibicaraí, BA;-14.8625311;-39.5890865
164;BA;Ibititá;470.7421333333333;491.7282666666667;508.0155988857939;467.98941504178276;607.1466666666666;Ibititá, BA;-11.5461033;-41.9781838
165;BA;Ibotirama;454.4545861297539;474.0026845637584;497.53833333333336;460.36285714285714;582.7293064876958;Ibotirama, BA;-12.1829519;-43.2181138
166;BA;Ilhéus;498.6915524104379;510.71287041132246;521.7922968529826;486.0013621418506;622.9986731534719;Ilhéus, BA;-14.792599;-39.0453843
167;BA;Inhambupe;459.3413605442177;473.7572789115646;474.47642163661584;456.3908460471567;578.8843537414966;Inhambupe, BA;-11.7921718;-38.3596957
168;BA;Ipiaú;477.75343698854334;491.3705400981997;500.1147134302823;470.37014542343877;603.1587561374795;Ipiaú, BA;-14.1318211;-39.7373177
169;BA;Ipirá;467.32727272727277;487.81093366093364;496.5174418604651;461.72661498708015;604.1031941031941;Ipirá, BA;-12.1578337;-39.7416605
170;BA;Iraquara;472.42047244094493;482.694750656168;501.29201101928373;464.7595041322314;606.1942257217847;Iraquara, BA;-12.2439075;-41.6169181
171;BA;Irará;462.4278382581648;473.6578538102644;474.6787928221859;460.67128874388254;576.547433903577;Irará, BA;-12.0420271;-38.7635638
172;BA;Irecê;504.420653907496;527.0651515151515;544.9426579163248;495.34495488105006;666.6507177033493;Irecê, BA;-11.3034965;-41.8557929
173;BA;Itabela;461.3149425287356;480.21896551724143;483.85609756097557;454.65792682926826;591.4942528735633;Itabela, BA;-16.5743392;-39.561961
174;BA;Itaberaba;480.06380316930773;490.24278565471224;497.4546946216956;468.6763901549681;593.9949958298582;Itaberaba, BA;-12.524182;-40.305897
175;BA;Itabuna;502.0895825637237;517.6084226080532;523.0615504479938;490.4241527074406;631.222755818249;Itabuna, BA;-14.7935179;-39.274318
176;BA;Itajuípe;489.7036585365854;503.0040650406504;503.03983050847455;473.581779661017;622.6016260162602;Itajuípe, BA;-14.6744381;-39.3759427
177;BA;Itamaraju;480.04319852941177;498.12279411764706;509.41953125;468.3396484375;596.5441176470588;Itamaraju, BA;-17.0363103;-39.527994
178;BA;Itambé;472.9263440860215;490.11344086021506;494.735632183908;466.87528735632185;602.3655913978495;Itambé, BA;-15.2435245;-40.6269506
179;BA;Itanhém;486.65686274509807;507.6303921568628;503.50957446808513;485.1351063829787;666.2745098039215;Itanhém, BA;-17.1665806;-40.3291027
180;BA;Itaparica;486.4268292682927;499.1615853658537;510.0535483870968;477.4483870967742;599.5121951219512;Itaparica, BA;-12.8936023;-38.6798141
181;BA;Itapetinga;483.6494186046512;495.7240863787376;507.9597197898424;473.4670753064799;615.9468438538206;Itapetinga, BA;-15.2454478;-40.2460053
182;BA;Ituberá;464.33716475095787;479.276245210728;479.2433333333333;456.3375;562.1455938697318;Ituberá, BA;-13.7360764;-39.1481058
183;BA;Jacobina;493.1421374045801;509.8327480916031;514.71961414791;480.68006430868166;618.5801526717557;Jacobina, BA;-11.1851561;-40.5112434
184;BA;Jaguaquara;476.70057581573894;489.4452975047985;491.5919551934827;468.60947046843177;591.5930902111324;Jaguaquara, BA;-13.5294974;-39.9693081
